96042,Valga Maxima XX pakiautomaat,Valga maakond,Valga vald,Valga linn,A. Neulandi tn 2,57.774392,26.04414
96227,Valga Siili Coop Konsumi pakiautomaat,Valga maakond,Valga vald,Valga linn,Vallamaja ,57.778938,26.036988
88241,Varbla postiautomaat,Pärnu maakond,Lääneranna vald,Varbla küla,Räpina mnt 2,58.430278,23.753702
64234,Veriora postiautomaat,Põlva maakond,Räpina vald,Veriora alevik,Lilleoru tee 4,58.004384,27.347572
96124,Viimsi Pärnamäe Rimi pakiautomaat,Harju maakond,Viimsi vald,Laiaküla,Randvere tee 9,59.462159,24.905474
96209,Viimsi Rimi pakiautomaat,Harju maakond,Viimsi vald,Haabneeme alevik,Lääne tn 2,59.505763,24.828047
96070,Viljandi Coop Maksimarketi pakiautomaat,Viljandi maakond,Viljandi,Viljandi linn,Riia mnt 35,58.370653,25.583164
96063,Viljandi Männimäe Selveri pakiautomaat,Viljandi maakond,Viljandi,Viljandi linn,Tallinna tn 60,58.352996,25.5843
96313,Viljandi Tallinna 60 Maxima X pakiautomaat,Viljandi maakond,Viljandi,Viljandi linn,Vaksali tn 11b,58.376676,25.598462
96312,Viljandi Vaksali Maxima X pakiautomaat,Viljandi maakond,Viljandi,Viljandi linn,Tallinna mnt 13,58.361816,25.582631
90119,Virtsu postiautomaat,Pärnu maakond,Lääneranna vald,Virtsu alevik,Kooli tn 2,58.572393,23.514918
96064,Võru Maxima XX pakiautomaat,Võru maakond,Võru linn,Võru linn,Jüri tn 45,57.847794,27.004895
96314,Võru kesklinna Circle K pakiautomaat,Võru maakond,Võru linn,Võru linn,Jüri tn,57.842166,27.00698
